sentence,siebert_sentiment,cardiff_sentiment,source
"I can't go to the government, but you can!",-0.9934240579605103,0.0,E&SE_Asian
"Because shit's going down, son!",-0.9846241474151611,-0.8878238201141357,E&SE_Asian
"It is Code Pink, as in Floyd!",-0.9858599305152893,0.0,E&SE_Asian
Dark Side!,-0.9704954028129578,0.0,E&SE_Asian
Why do you think no one's been up there since 1972?,-0.9946314096450806,0.0,E&SE_Asian
"I'm gonna hit you right back, son.",-0.9977359771728516,-0.6403120756149292,E&SE_Asian
It's my manifesto.,0.9943370223045349,0.0,E&SE_Asian
"They're whacking us out, everyone who knows what's on the dark Your alien friends is in danger.",-0.9898774027824402,-0.804141640663147,E&SE_Asian
"You know the good ones, it's up to you.",0.995834231376648,0.8550443053245544,E&SE_Asian
Calm down.,0.9938368201255798,0.0,E&SE_Asian
"Easy, Sam!",0.9966760873794556,0.5905811190605164,E&SE_Asian
What are you looking at?,-0.9988825917243958,0.0,E&SE_Asian
"Yo, dawg.",0.988314151763916,0.0,E&SE_Asian
Are you up in my shit?,-0.9989675283432007,0.0,E&SE_Asian
Who are you working for?,-0.9982307553291321,0.0,E&SE_Asian
"Staredown, you and me.",0.8698019981384277,0.0,E&SE_Asian
Guess I won.,0.9982088804244995,0.6902063488960266,E&SE_Asian
Whoa!,0.9947064518928528,0.5899792909622192,E&SE_Asian
Whoa!,0.9947064518928528,0.5899792909622192,E&SE_Asian
"We are not boyfriends, okay?",-0.9985313415527344,0.0,E&SE_Asian
One phone call from meand I'll have you fired.,-0.99945467710495,-0.8502123355865479,E&SE_Asian
"Oh, yes I will, Gaylord.",0.9967543482780457,0.6087667346000671,E&SE_Asian
Hemorrhoids!,-0.9926074743270874,0.0,E&SE_Asian
Come back when you learn some manners!,-0.9987730383872986,0.0,E&SE_Asian
I don't know him!,-0.9994755387306213,0.0,E&SE_Asian
I would never say anything!,-0.9991399049758911,0.0,E&SE_Asian
"Okay, okay!",-0.9906316995620728,0.6581649780273438,E&SE_Asian
"I sabotaged the mapping satellite, just like I promised, I can put a blind spot in the program as a bonus.",-0.998665452003479,-0.8767430186271667,E&SE_Asian
What more do you want from me?,0.9956201910972595,0.0,E&SE_Asian
I'll do whatever you want me to do.,-0.9831489324569702,0.0,E&SE_Asian
"Please, you don't have to suicide you.",-0.996767520904541,-0.6074055433273315,E&SE_Asian
Ah hah Shit!,-0.9943669438362122,-0.6533167362213135,E&SE_Asian
Huh?,-0.9992876648902893,0.0,E&SE_Asian
"Who wants some chick en dinner now, bitch?",-0.992033064365387,-0.8171001672744751,E&SE_Asian
'Cause somebody messed with the wrong Wang today!,-0.9994218349456787,-0.8311747312545776,E&SE_Asian
Come on!,-0.9915474057197571,0.6272926330566406,E&SE_Asian
You want some of me?,-0.9680957794189453,0.0,E&SE_Asian
"No no no no  ""Hello.""",-0.9962943196296692,0.0,E&SE_Asian
"Stinger, inspired by Bumblebee, but better in every way.",0.9985912442207336,0.8703626990318298,E&SE_Asian
Our Factory does not have enough transformium for production.,-0.9992048144340515,-0.6737505197525024,E&SE_Asian
Because you don't keep your promise to supply it.,-0.9995007514953613,-0.857764720916748,E&SE_Asian
"Our entire factory is up and running Mr. Joshua, I would not describe your product testing as perfected.",0.9864612221717834,0.4858756363391876,E&SE_Asian
Welcome to China.,0.9986514449119568,0.0,E&SE_Asian
"Absolutely, sir.",0.9984543323516846,0.7528406381607056,E&SE_Asian
I want security on high alert.,0.9955451488494873,0.0,E&SE_Asian
ALL OF THESE CARS ARE KSI's NEWEST CIVILIAN PROTOTYPE ROBOTS.,-0.9968295693397522,-0.8388557434082031,E&SE_Asian
What's going on?,-0.9980592131614685,0.0,E&SE_Asian
Your Galvatron has gone active.,0.9977432489395142,0.0,E&SE_Asian
What haven't you been telling me?,-0.9994300007820129,0.0,E&SE_Asian
Galvatron's hacked into the others.,-0.995337963104248,0.0,E&SE_Asian
I know how to lose them in Hong Kong.,-0.9972871541976929,-0.4995977580547333,E&SE_Asian
I know a military garrison there that will help us.,0.9868127703666687,0.0,E&SE_Asian
Bomb?,-0.9879470467567444,0.0,E&SE_Asian
Oh!,-0.9967926144599915,0.6412156224250793,E&SE_Asian
Is there a bomb in the bag?,-0.9982842803001404,-0.5215457677841187,E&SE_Asian
Shit.,-0.9978107810020447,-0.486476331949234,E&SE_Asian
"Hey, how much is the car?",0.986723005771637,0.0,E&SE_Asian
Buy your car!,0.9897127151489258,0.0,E&SE_Asian
Give you the money!,-0.9981780052185059,0.0,E&SE_Asian
I use cash!,-0.9957190155982971,0.0,E&SE_Asian
Shut up!,-0.9976329803466797,0.0,E&SE_Asian
Shut up!,-0.9976329803466797,0.0,E&SE_Asian
All right!,-0.987263023853302,0.676599383354187,E&SE_Asian
I'm sorry!,-0.9961562752723694,-0.6790163516998291,E&SE_Asian
I need a raise!,0.9879447221755981,0.566336452960968,E&SE_Asian
I want a raise.,0.9966268539428711,0.0,E&SE_Asian
"Hurry, hurry!",-0.8449255228042603,0.5922689437866211,E&SE_Asian
"Come, come.",0.9842350482940674,0.0,E&SE_Asian
We're going to get you to the roof.,-0.9587023258209229,0.0,E&SE_Asian
Go!,0.9970375299453735,0.6627885103225708,E&SE_Asian
Just stop it!,-0.9988589286804199,-0.8041381239891052,E&SE_Asian
What?,-0.9977466464042664,0.0,E&SE_Asian
You need to hide on the roof of this building.,-0.9934954643249512,-0.8720026612281799,E&SE_Asian
I'll get you a helicopter extraction.,-0.9822010397911072,0.0,E&SE_Asian
Hello.,0.9969931840896606,0.5524601936340332,E&SE_Asian
"Police training, prior to my MBA.",0.9947372078895569,0.0,E&SE_Asian
Get to the roof.,0.9976645708084106,0.0,E&SE_Asian
We've got to call the central government for help!,-0.9972756505012512,0.0,E&SE_Asian
Defense Minister There's  a crisis in HONG KONG!,-0.9951112866401672,-0.8599915504455566,E&SE_Asian
The central government will protect HONG KONG at all costs.,0.9973042011260986,0.0,E&SE_Asian
We have fighter jets on the way.,0.9915466904640198,0.0,E&SE_Asian
No.,-0.9983184337615967,0.0,E&SE_Asian
"Wrong again, Solo.",-0.9994745850563049,-0.8340064883232117,E&SE_Asian
It's over for you.,-0.9933306574821472,-0.5754637718200684,E&SE_Asian
"Goodbye, Solo.",-0.9971150159835815,0.0,E&SE_Asian
Twice Nowhere left to hide.,-0.9964450001716614,0.0,E&SE_Asian
Search the freighter.,-0.9942907094955444,0.0,E&SE_Asian
"Oh, Indominus wasn't bred.",-0.9986074566841125,0.0,E&SE_Asian
She was designed.,0.9952168464660645,0.0,E&SE_Asian
She will be 50 feet long when fully grown.,0.9805137515068054,0.0,E&SE_Asian
Bigger than the T. Rex.,0.9967545866966248,0.4911598861217499,E&SE_Asian
She already is.,0.9834334850311279,0.0,E&SE_Asian
Blood's not clotted yet.,0.9867318272590637,0.0,E&SE_Asian
It's close.,0.9943881630897522,0.0,E&SE_Asian
It can camouflage!,0.9978112578392029,0.0,E&SE_Asian
You know that I'm not at liberty to reveal the asset's genetic makeup.,-0.9968300461769104,0.0,E&SE_Asian
Modified animals are known to be unpredictable.,-0.9988316893577576,-0.6062353849411011,E&SE_Asian
That's unfortunate.,-0.9994544386863708,-0.850792646408081,E&SE_Asian
Cuttlefish genes were added to help her withstand an accelerated growth rate.,0.9971555471420288,0.0,E&SE_Asian
Cuttlefish have chromatophores that allow the skin to change color.,0.9954972267150879,0.0,E&SE_Asian
Really?,-0.9988127946853638,0.0,E&SE_Asian
Tree frogs can modulate their infrared output.,0.9952551126480103,0.0,E&SE_Asian
We used strands from their DNA to adapt her to a tropical climate.,0.9985877275466919,0.0,E&SE_Asian
But I never imagined You did.,0.9888822436332703,0.0,E&SE_Asian
"""Bigger.""",0.9837815761566162,0.0,E&SE_Asian
"""Scarier.""",0.986194372177124,0.0,E&SE_Asian
"""Cooler"" I believe is the word that you used in your memo.",0.9840739965438843,0.0,E&SE_Asian
You cannot have an animal with exaggerated predator features without the corresponding behavioral traits.,-0.9762187004089355,-0.5933070182800293,E&SE_Asian
All of this exists because of me.,-0.9798029065132141,-0.45554104447364807,E&SE_Asian
"If I don't innovate, somebody else will.",-0.9974341988563538,0.0,E&SE_Asian
You are acting like we are engaged in some kind of mad science.,-0.9994217157363892,-0.6735712289810181,E&SE_Asian
But we are doing what we have done from the beginning.,0.9974343180656433,0.0,E&SE_Asian
Nothing in Jurassic World is natural.,-0.9984632730484009,0.0,E&SE_Asian
We have always filled gaps in the genome with the DNA of other animals.,-0.984398365020752,0.0,E&SE_Asian
"And, if their genetic code was pure, many of them would look quite different.",-0.9366267323493958,-0.5476462244987488,E&SE_Asian
But you didn't ask for reality.,-0.999434769153595,-0.5030427575111389,E&SE_Asian
You asked for more teeth.,-0.9914442896842957,0.0,E&SE_Asian
"""Monster"" is a relative term.",-0.9868979454040527,0.0,E&SE_Asian
"To a canary, a cat is a monster.",-0.9937856197357178,-0.580662190914154,E&SE_Asian
We're just used to being the cat.,-0.9975437521934509,0.0,E&SE_Asian
Everything must be accounted for.,0.9972593784332275,0.0,E&SE_Asian
I want all backup generators online.,0.969481348991394,0.0,E&SE_Asian
Where have you been?,-0.9917178153991699,0.0,E&SE_Asian
The embryos are safe here.,0.9985938668251038,0.5461767911911011,E&SE_Asian
They can live up to eight weeks on the generators.,0.998065173625946,0.0,E&SE_Asian
Where's Hoskins?,-0.9874468445777893,0.0,E&SE_Asian
But our deal is still intact?,0.9960082769393921,0.0,E&SE_Asian
Are you ready?,0.9957689046859741,0.0,E&SE_Asian
I know you're ready!,0.9977424144744873,0.8060948252677917,E&SE_Asian
Go!,0.9970375299453735,0.6627885103225708,E&SE_Asian
There's no possibility of deterioration.,0.9985858201980591,0.0,E&SE_Asian
The nano-molecular functionality is instantaneous.,0.998457670211792,0.0,E&SE_Asian
His cells don't know they're bonding with simulacra.,-0.9986385703086853,0.0,E&SE_Asian
"If you brought him to my lab, the Regeneration Cradle could do this in 20 minutes.",0.9705519080162048,0.0,E&SE_Asian
"If you brought him to my lab, the Regeneration Cradle could do this in 20 minutes.",0.9705519080162048,0.0,E&SE_Asian
"You'll be made of you, Mr Barton.",-0.9935683608055115,0.7977995872497559,E&SE_Asian
Your own girlfriend won't be able to tell the difference.,-0.999152421951294,-0.6144086718559265,E&SE_Asian
That I can't fix.,-0.9994140863418579,-0.7943640947341919,E&SE_Asian
"This is the next thing, Tony.",0.9893110990524292,0.0,E&SE_Asian
Your clunky metal suits are gonna be left in the dust.,-0.9994847774505615,-0.8839481472969055,E&SE_Asian
"Unlike you, I don't have a lot of time for parties.",-0.9989720582962036,-0.4803524911403656,E&SE_Asian
Will Thor be there?,0.9911473393440247,0.0,E&SE_Asian
I don't understand.,-0.999491810798645,-0.6510589122772217,E&SE_Asian
You built this program.,0.9966762065887451,0.7671018242835999,E&SE_Asian
Why is it trying to kill us?,-0.9994381070137024,-0.9093056917190552,E&SE_Asian
Do you expect a thank-you note?,-0.9976882934570312,0.0,E&SE_Asian
The Cradle.,-0.9906636476516724,0.0,E&SE_Asian
The Regeneration Cradle prints tissue.,-0.9691820740699768,0.0,E&SE_Asian
It can't build a living body.,-0.9994995594024658,-0.8084484934806824,E&SE_Asian
It's beautiful.,0.9987543821334839,0.9513345956802368,E&SE_Asian
"The vibranium atoms aren't just compatible with the tissue cells, they're binding them.",0.998489260673523,0.0,E&SE_Asian
And S.H.I.E.L.D.,0.9850716590881348,0.0,E&SE_Asian
"never even thought to Cellular cohesion will take a few hours, but we can initiate the consciousness stream.",-0.9958707690238953,0.0,E&SE_Asian
We're uploading your cerebral matrix now.,0.9931651949882507,0.0,E&SE_Asian
I wouldn't call it dreams.,-0.9987353682518005,0.0,E&SE_Asian
It's Ultron's base consciousness.,-0.9927290081977844,0.0,E&SE_Asian
Informational noise.,0.9975516200065613,0.0,E&SE_Asian
Soon.,0.994330644607544,0.0,E&SE_Asian
We're imprinting a physical brain.,0.9836687445640564,0.0,E&SE_Asian
There are no shortcuts.,0.9916942715644836,0.0,E&SE_Asian
Even if your magic gem That's not a problem.,0.9964011907577515,0.0,E&SE_Asian
He's uploading himself into the body.,-0.9980729818344116,0.0,E&SE_Asian
The real power is inside the Cradle.,-0.9801892042160034,0.0,E&SE_Asian
"The gem, its power is uncontainable.",0.9986263513565063,0.889809787273407,E&SE_Asian
You can't just blow it up.,-0.9979975819587708,-0.7408885955810547,E&SE_Asian
You have to get the Cradle to Stark.,0.9844818115234375,0.0,E&SE_Asian
Go.,0.997086226940155,0.0,E&SE_Asian
Would you trade that necklace for a glimpse into your future?,0.8245160579681396,0.0,E&SE_Asian
I'm speaking to you.,0.994776725769043,0.0,E&SE_Asian
I'm Chirrut imwe.,0.9948282837867737,0.0,E&SE_Asian
"For that answer, you must pay.",-0.9992489218711853,0.0,E&SE_Asian
What do you know about kyber crystals?,-0.9699330925941467,0.0,E&SE_Asian
The strongest stars have hearts of kyber.,0.9952433705329895,0.6735177040100098,E&SE_Asian
Let them pass in peace.,0.9986166954040527,0.0,E&SE_Asian
Let them pass in peace.,0.9986166954040527,0.0,E&SE_Asian
The Force is with me.,0.9974115490913391,0.8311368823051453,E&SE_Asian
And I am with the Force.,0.9973644614219666,0.0,E&SE_Asian
And I fear nothing.,0.9984891414642334,0.0,E&SE_Asian
For all is as the Force wills it.,0.9948561191558838,0.0,E&SE_Asian
Is your foot all right?,0.9941360950469971,0.0,E&SE_Asian
You almost shot me.,-0.9994027614593506,-0.7463679313659668,E&SE_Asian
You're welcome.,0.9977020621299744,0.827883780002594,E&SE_Asian
There are no Jedi here anymore.,-0.9918493032455444,0.0,E&SE_Asian
Only dreamers like this fool.,0.9810065031051636,-0.9212544560432434,E&SE_Asian
The Force did protect me.,0.9968835711479187,0.5367319583892822,E&SE_Asian
I protected you.,0.9980884194374084,0.0,E&SE_Asian
Can't you see?,-0.9949414134025574,0.0,E&SE_Asian
We are no friends of the Empire.,-0.9990143775939941,-0.7980307340621948,E&SE_Asian
Are you kidding me?,-0.9983944296836853,-0.6242272853851318,E&SE_Asian
I'm blind.,-0.998428225517273,0.0,E&SE_Asian
He's praying for the door to open.,0.9914615154266357,0.0,E&SE_Asian
It bothers him because he knows it's possible.,-0.9946004152297974,-0.653343677520752,E&SE_Asian
Baze Malbus was once the most devoted Guardian of us all.,0.9904611706733704,0.6597210168838501,E&SE_Asian
"Relax, Captain.",0.9962126016616821,0.0,E&SE_Asian
We've been in worse cages than this one.,-0.9994885921478271,-0.9338197112083435,E&SE_Asian
"There is more than one sort of prison, Captain.",-0.9774439930915833,0.0,E&SE_Asian
I sense that you carry yours wherever you go.,0.9984009861946106,0.0,E&SE_Asian
Who's the one in the next cell?,-0.9913930892944336,0.0,E&SE_Asian
What?,-0.9977466464042664,0.0,E&SE_Asian
Where?,-0.9788678884506226,0.0,E&SE_Asian
An Imperial pilot.,-0.9348963499069214,0.0,E&SE_Asian
Pilot?,-0.9915487170219421,0.0,E&SE_Asian
I'm gonna kill him!,-0.9974129796028137,-0.8914438486099243,E&SE_Asian
"No, no.",-0.9985758066177368,0.0,E&SE_Asian
"No, wait!",-0.9907854795455933,0.0,E&SE_Asian
Come here!,0.9856218695640564,0.597057044506073,E&SE_Asian
Pilot?,-0.9915487170219421,0.0,E&SE_Asian
What's wrong with him?,-0.9986833930015564,-0.8740099668502808,E&SE_Asian
Where are you going?,-0.9929994344711304,0.0,E&SE_Asian
All right.,-0.9889784455299377,0.0,E&SE_Asian
I'll get the pilot.,-0.9920864701271057,0.0,E&SE_Asian
Pilot.,0.9791316986083984,0.0,E&SE_Asian
Let's go.,0.9987189769744873,0.0,E&SE_Asian
"Chirrut, let's go!",0.998475968837738,0.7379807233810425,E&SE_Asian
Seems pretty late to me.,-0.9992102384567261,-0.6112369894981384,E&SE_Asian
What kind of trap?,-0.9975208640098572,0.0,E&SE_Asian
You said your father made a trap.,-0.9993674159049988,-0.6560161709785461,E&SE_Asian
Does he look like a killer?,-0.9993971586227417,-0.8522552847862244,E&SE_Asian
No.,-0.9983184337615967,0.0,E&SE_Asian
He has the face of a friend.,-0.9905569553375244,0.0,E&SE_Asian
Captain Andor.,0.9942724704742432,0.0,E&SE_Asian
The Force moves darkly near a creature that's about to kill.,-0.8780906200408936,-0.6953660845756531,E&SE_Asian
Where are you going?,-0.9929994344711304,0.0,E&SE_Asian
I'm gonna follow Jyn.,0.9973133206367493,0.0,E&SE_Asian
Her path is clear.,0.9984614849090576,0.6563705801963806,E&SE_Asian
Alone?,-0.9963523149490356,0.0,E&SE_Asian
Good luck!,0.9986029267311096,0.9607799053192139,E&SE_Asian
I don't need luck.,0.9890767335891724,0.0,E&SE_Asian
I have you!,0.997991681098938,0.7908218502998352,E&SE_Asian
Yavin 4.,0.9979062080383301,0.0,E&SE_Asian
Make sure they know we're coming in with a stolen ship.,-0.9994010925292969,-0.6259263753890991,E&SE_Asian
You don't look happy.,-0.9994939565658569,-0.7981461882591248,E&SE_Asian
And you?,-0.9963032007217407,0.0,E&SE_Asian
She wants to fight.,0.9982491731643677,0.0,E&SE_Asian
The Force is strong.,0.99748295545578,0.8303030133247375,E&SE_Asian
How many do we need?,0.9892200827598572,0.0,E&SE_Asian
Baze!,0.9953891038894653,0.5303398370742798,E&SE_Asian
Baze!,0.9953891038894653,0.5303398370742798,E&SE_Asian
What?,-0.9977466464042664,0.0,E&SE_Asian
What?,-0.9977466464042664,0.0,E&SE_Asian
Run!,0.9916811585426331,0.6134929656982422,E&SE_Asian
Chirrut!,0.9971193075180054,0.0,E&SE_Asian
Come back!,0.9983038902282715,0.5256171822547913,E&SE_Asian
I'm one with the Force Chirrut!,0.9967652559280396,0.5855501294136047,E&SE_Asian
Come!,0.9897017478942871,0.5973742604255676,E&SE_Asian
Come with me!,0.9964991807937622,0.5346909761428833,E&SE_Asian
Don't go.,-0.9990003705024719,0.0,E&SE_Asian
Don't go.,-0.9990003705024719,0.0,E&SE_Asian
"I'm here, I'm here.",0.997288703918457,0.0,E&SE_Asian
It's okay.,0.9124621152877808,0.5303143858909607,E&SE_Asian
It's okay.,0.9124621152877808,0.5303143858909607,E&SE_Asian
Look for the Force.,-0.9890894293785095,0.0,E&SE_Asian
Chirrut.,0.9910141825675964,0.0,E&SE_Asian
And you will always find me.,0.998422384262085,0.848235011100769,E&SE_Asian
Forty seconds to full charge.,0.9954362511634827,0.0,E&SE_Asian
Nix!,-0.9983330368995667,0.0,E&SE_Asian
What are you doing here?,-0.9992607235908508,0.0,E&SE_Asian
You're Finn!,0.9960156083106995,0.6573676466941833,E&SE_Asian
The Finn!,0.9978671073913574,0.6392553448677063,E&SE_Asian
I work behind pipes all day.,-0.9922617673873901,0.0,E&SE_Asian
Doing talking with Resistance heroes is not my forte.,-0.9994199275970459,-0.6206300258636475,E&SE_Asian
Doing Doing talking.,0.9951611161231995,0.0,E&SE_Asian
I'm Rose.,0.9916394352912903,0.0,E&SE_Asian
Okay.Yeah.,-0.9862160682678223,0.0,E&SE_Asian
Wow.,0.9973843693733215,0.679566502571106,E&SE_Asian
"You, too.",0.9949504137039185,0.0,E&SE_Asian
Okay.,-0.9920910596847534,0.0,E&SE_Asian
But you are a hero.,0.9946212768554688,0.8428465127944946,E&SE_Asian
"You left the First Order, what you did on the Starkiller Base When we heard about it, my sister Paige said, ""Rose, that's a real hero.""",0.9980548620223999,0.0,E&SE_Asian
"""Know right from wrong"" ""And don't run away when it gets hard,"" She said.",0.9984176158905029,0.0,E&SE_Asian
"You know Just this morning, I've had to stun three people trying to jump ship in this escape pod.",-0.9982277750968933,0.0,E&SE_Asian
What?,-0.9977466464042664,0.0,E&SE_Asian
They were running away.,-0.9966484904289246,0.0,E&SE_Asian
I know.,-0.9771734476089478,0.0,E&SE_Asian
What were you doing?,-0.9983931183815002,0.0,E&SE_Asian
Checking the escape pods.,0.9944624304771423,0.0,E&SE_Asian
By boarding one with a packed bag.,0.9467198252677917,0.0,E&SE_Asian
I'm taking you to the brig and turning you in for desertion.,-0.9993661046028137,-0.8380877375602722,E&SE_Asian
My sister just died protecting the fleet.,-0.9941363334655762,-0.8014747500419617,E&SE_Asian
And you were running away.,-0.9949831962585449,-0.49529966711997986,E&SE_Asian
You're a selfish traitor.,-0.9994468092918396,-0.9297654628753662,E&SE_Asian
We can jump to lightspeed!,0.9958611130714417,0.7991247177124023,E&SE_Asian
They can track us through lightspeed?,0.992597222328186,0.0,E&SE_Asian
They can track us through lightspeed.,0.9963699579238892,0.0,E&SE_Asian
Active tracking.,0.998565137386322,0.0,E&SE_Asian
Hyperspace tracking is new tech but the principle must be the same as any active tracker.,0.9939066767692566,0.0,E&SE_Asian
They're only tracking us.,-0.999273955821991,0.0,E&SE_Asian
Only tracking us from the lead ship.,-0.9956386685371399,0.0,E&SE_Asian
But we can't get to the tracker.,-0.9993366599082947,-0.6137919425964355,E&SE_Asian
"It's an A-class process, they'll control it from the main bridge.",0.9988225102424622,0.0,E&SE_Asian
has a dedicated power breaker.,0.9946611523628235,0.0,E&SE_Asian
"But Wait, but who knows where the breaker room is on a Star Destroyer?",-0.9946776628494263,0.0,E&SE_Asian
I can shut their tracker down.,-0.9981073141098022,0.0,E&SE_Asian
But if we can They won't realize it's off for one system cycle.,-0.9971590042114258,0.0,E&SE_Asian
About six minutes.,-0.9980574250221252,0.0,E&SE_Asian
Just luck.,-0.993087112903595,0.0,E&SE_Asian
Not sure yet.,-0.9963786005973816,0.0,E&SE_Asian
We steal clearance codes.,-0.9993335604667664,-0.5845911502838135,E&SE_Asian
Okay.,-0.9920910596847534,0.0,E&SE_Asian
"We get in, we find this codebreaker, we get out.",0.9955666661262512,0.0,E&SE_Asian
From stories.,0.9954341053962708,0.0,E&SE_Asian
It's a terrible place filled with the worst people in the galaxy.,-0.9994761347770691,-0.948736310005188,E&SE_Asian
Okay.,-0.9920910596847534,0.0,E&SE_Asian
Maz said this Master Codebreaker would have a red plom bloom on his lapel.,0.9893240332603455,0.0,E&SE_Asian
Let's find him and get out of here.,-0.9950862526893616,-0.6500397324562073,E&SE_Asian
Come on!,-0.9915474057197571,0.6272926330566406,E&SE_Asian
Were those what I think they were?,-0.9854353666305542,0.0,E&SE_Asian
Fathiers.,0.9897144436836243,0.0,E&SE_Asian
I've never seen a real one.,-0.9985902905464172,-0.5220321416854858,E&SE_Asian
Look closer.,0.9911579489707947,0.0,E&SE_Asian
My sister and I grew up in a poor mining system.,-0.9903503060340881,-0.813961923122406,E&SE_Asian
The First Order stripped our ore to finance their military then shelled us to test their weapons.,-0.9983035326004028,-0.7324061989784241,E&SE_Asian
They took everything we had.,-0.9971824884414673,-0.8996607661247253,E&SE_Asian
And who do you think these people are?,-0.9994170665740967,-0.7113052010536194,E&SE_Asian
There's only one business in the galaxy that'll get you this rich.,0.9963913559913635,0.45988985896110535,E&SE_Asian
Selling weapons to the First Order.,-0.9933307766914368,0.0,E&SE_Asian
"I wish I could put my fist through this whole lousy, beautiful town.",-0.9994576573371887,-0.9449065327644348,E&SE_Asian
Red plom bloom!,0.997527539730072,0.8375651836395264,E&SE_Asian
The Master Codebreaker!,0.996451735496521,0.6620018482208252,E&SE_Asian
"Finn, the fleet is running on fumes.",-0.9991616010665894,-0.7071155309677124,E&SE_Asian
Without a codebreaker to break us onto Snoke's Star Destroyer What do we do?,-0.9976907968521118,0.0,E&SE_Asian
"Um, I can do it.",0.9977947473526001,0.6206921339035034,E&SE_Asian
What?,-0.9977466464042664,0.0,E&SE_Asian
